	SubjectID1	SubjectID2	Group1	Group2	Distance
91	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.31898624842134804
92	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.29744509864957663
93	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.21474628068671275
94	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.2595569979617719
95	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.2941637852526651
96	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.265871826686438
97	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.24894869118587015
98	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.27828348057802343
99	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.24973797430176375
100	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	Group1C	Group1C	0.23258109873307453
101	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	Group1C	Group1C	0.35162349386056174
102	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	Group1C	Group1C	0.3111063829337446
103	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	Group1C	Group1C	0.28281844215924445
104	X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	Group1C	Group1C	0.2201752960030432
